progress,finished,attention_1,attention_2,attention_3,attention_1_fail,attention_2_fail,attention_3_fail,q1_g20,q2_g20,q3_g20,q4_g20,q5_g20,q6_g20,q7_g20,q8_g20,q9_g20,q10_g20,q11_g20,q12_g20,q13_g20,q14_g20,q15_g20,q16_g20,q17_g20,q18_g20,q19_g20,q20_g20,q16_g5,q17_g5,q18_g5,q19_g5,q20_g5,method_description,time_q1,time_q2,time_q3,time_q4,time_q5,time_q6,time_q7,time_q8,time_q9,time_q10,time_q11,time_q12,time_q13,time_q14,time_q15,time_q16,time_q17,time_q18,time_q19,time_q20,history_q1,history_q2,history_q3,history_q4,history_q5,history_q6,history_q7,history_q8,history_q9,history_q10,history_q11,history_q12,history_q13,history_q14,history_q15,history_q16,history_q17,history_q18,history_q19,history_q20,button_2_to_1,button_3_to_2,button_4_to_3,button_5_to_4,history_a1,history_a2,history_a3,history_a1_fail,history_a2_fail,history_a3_fail,time_button_2_to_1,time_button_3_to_2,time_button_4_to_3,time_button_5_to_4,button_1_to_2,button_2_to_3,button_3_to_4,button_4_to_5,time_button_1_to_2,time_button_2_to_3,time_button_3_to_4,time_button_4_to_5,setting
100,1,2,1,2,,,,5,4,4,3,3,2,3,5,1,5,2,1,4,3,2,4,4,2,1,3,,,,,,I analyzed the current score range and split them up between the categories as evenly as possible.,"1661458038050","1661458042550, 1661458113958","1661458047657, 1661458119074","1661458051937, 1661458125181, 1661458271317","1661458056228, 1661458128214, 1661458280349","1661458176833, 1661458301897","1661458174309, 1661458307573","1661458152823","1661458167639, 1661458316650","1661458155220","1661458184000, 1661458323705","1661458185516, 1661458325576","1661458188845, 1661458330798, 1661458349629","1661458190607, 1661458351248","1661458192078, 1661458353730","1661458205536","1661458206491","1661458210032, 1661458365459","1661458214125, 1661458367636","1661458215508, 1661458372362","5","5, 4","5, 4","5, 4, 3","5, 4, 3","4, 2","4, 3","5","4, 1","5","4, 2","4, 1","4, 3, 4","4, 3","4, 2","4","4","4, 2","4, 1","4, 3",1,1,1,1,"2","1","2",,,,"1661458244881","1661458240944","1661458236945","1661458229976",2,2,2,2,"1661458138583, 1661458296877","1661458180536, 1661458320268","1661458201621, 1661458355883","1661458218588, 1661458374198",85
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,No method,,,,,,,,,,,,,,,,"1661458491766, 1661458494868, 1661458496134","1661458493225","1661458498851","1661458500253","1661458501902, 1661458504558",,,,,,,,,,,,,,,,"4, 3, 4","4","4","4","3, 4",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458511273",88
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,2,"I looked at the top and bottom score to try and determine the spread.  Using that info, I made my decisions.  I also assumed none of those scores where the very top (80-100%) or the very bottom (0-20%). ",,,,,,,,,,,,,,,,"1661457944969","1661457946714","1661457951447","1661457955853","1661457956663",,,,,,,,,,,,,,,,"3","4","3","2","2",,,,,"2","2","2","2","1","2",,,,,,,,1,,,,"1661458025778",41
100,1,2,2,2,2,1,2,4,4,4,5,4,5,5,4,5,4,5,5,4,4,4,5,4,4,4,4,,,,,,Divide 300 by 5 and wrote a list and used the numbers to categorize them ,"1661458089570","1661458211434, 1661458434650","1661458214620, 1661458437675","1661458223891, 1661458308496","1661458227652, 1661458306928","1661458452614","1661458454378","1661458460003","1661458466411","1661458470712","1661458477455","1661458478806","1661458480715","1661458485448","1661458488155","1661458493233","1661458494773","1661458496580","1661458498340","1661458503233","4","3, 4","3, 4","4, 5","3, 4","5","5","4","5","4","5","5","4","4","4","5","4","4","4","4",,,,,"2","2","2","2","1","2",,,,,1,1,1,1,"1661458448316","1661458473691","1661458489835","1661458506011",42
100,1,2,1,2,,,,3,4,4,3,4,5,3,3,5,4,4,5,3,4,4,4,4,3,2,5,,,,,,"Obviously, with the first set I had to guess. Then, as more scores were revealed, it seemed that most participants had a relatively high scores, which made me revise my initial guesses. Subsequent data subsets only confirmed that most participants scored in the upper quartile of the whole range.","1661458436597, 1661458479530","1661458440317, 1661458481335","1661458442911, 1661458483137","1661458447648, 1661458484727","1661458449764, 1661458486171","1661458459844","1661458463317","1661458465490","1661458467308","1661458468742","1661458493935","1661458495053","1661458496531","1661458499622","1661458500946","1661458506363","1661458508042","1661458509558","1661458511021","1661458513221","4, 3","5, 4","5, 4","4, 3","5, 4","5","3","3","5","4","4","5","3","4","4","4","4","3","2","5",1,,,,"2","1","2",,,,"1661458476666",,,,2,1,1,1,"1661458455479, 1661458487608","1661458491095","1661458502598","1661458515047",86
100,1,2,1,2,,,,4,2,2,4,5,5,4,4,2,3,4,2,5,2,5,3,4,3,4,5,,,,,,I based it off the idea that the scores I received were not necessarily ridiculously low (out of 300) and that realistically there's a cutoff point with the percentages. So with that I based it off of the numbers I received and compared how close the middle of the pack numbers were with the highest numbers. That made me believe numbers like 249 just reached a cutoff point of 250 which would be apart of the highest percentile.    ,"1661458289060, 1661458379163","1661458295730, 1661458371596","1661458298772, 1661458370177","1661458312413, 1661458329683","1661458304948","1661458339635","1661458342900","1661458349786, 1661458390380","1661458392145","1661458396944","1661458405827","1661458407209","1661458410757","1661458413922","1661458415252","1661458422493, 1661458425670","1661458428085","1661458432641","1661458436142","1661458437688","5, 4","3, 2","3, 2","5, 4","5","5","4","5, 4","2","3","4","2","5","2","5","2, 3","4","3","4","5",1,,,,"2","1","2",,,,"1661458360209",,,,2,1,1,1,"1661458337154, 1661458384929","1661458402819","1661458419377","1661458440796",53
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,4,3,I decided 250-300 would be 80-100% after looking at all the numbers I gave them a percentage based on that,,,,,,,,,,,,,,,,"1661458361091","1661458364180","1661458366429","1661458369268","1661458371638",,,,,,,,,,,,,,,,"4","5","3","4","3",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458373169",91
100,1,2,1,2,,,,3,4,3,5,4,3,3,4,5,1,3,4,2,4,3,1,1,3,4,3,,,,,,"I saw the highest in the 290s and the lowest was above 200, so I thought about 200 to 300 as the range and then estimated.","1661458668887","1661458671952","1661458663528","1661458650840","1661458659495","1661458688175, 1661458689031","1661458686703, 1661458691639","1661458685111","1661458683281, 1661458683975","1661458680095","1661458707799","1661458708311","1661458705255","1661458701895","1661458702759","1661458715465, 1661458716528","1661458714512","1661458718096","1661458718982","1661458720049","3","4","3","5","4","4, 3","4, 3","4","4, 5","1","3","4","2","4","3","2, 1","1","3","4","3",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661458674714","1661458692962","1661458712305","1661458720921",31
100,1,2,1,2,,,,4,5,3,5,4,3,5,5,5,4,4,3,5,4,5,5,5,5,3,5,,,,,,I think I chose highest option when numbers were above 250 or something like that and rest were guesses.,"1661458200477","1661458211970, 1661458256161","1661458224735, 1661458249671","1661458241108","1661458265327","1661458364088","1661458366885","1661458369550","1661458372041","1661458374773","1661458398656","1661458400743","1661458403903","1661458406171","1661458408545","1661458418667","1661458422482","1661458424786, 1661458426342","1661458428741","1661458433860","4","4, 5","4, 3","5","4","3","5","5","5","4","4","3","5","4","5","5","5","4, 5","3","5",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661458355221","1661458391614","1661458412847","1661458438420",93
100,1,2,1,2,,,,4,4,1,3,4,5,2,2,3,4,4,3,2,1,2,1,2,2,1,3,,,,,,"Most of my range of numbers was between 200 and 245. I got the number 288, which was such an outlier that I felt it had to be one of the highest scores. The 230s-240s felt like they were perhaps the above average group, so I put them in the 60-80% range. The 200s were my lowest scores, so I put them in the lowest group.","1661457795500, 1661457819092, 1661457913449","1661457801962, 1661457915491, 1661458391953","1661457822131","1661457833906, 1661457919459","1661457815707, 1661457925332","1661457878741","1661457895528","1661457897424, 1661457946960, 1661458420339","1661457899224","1661457904993, 1661458427915","1661457952711","1661457955360","1661457957064","1661457960330","1661457964352, 1661458440869","1661457975217","1661457976706","1661457979018","1661457980524","1661457985499, 1661458457601","4, 5, 4","4, 3, 4","1","4, 3","5, 4","5","2","2, 1, 2","3","3, 4","4","3","2","1","1, 2","1","2","2","1","2, 3",3,3,3,3,"2","1","2",,,,"1661457909157, 1661458028611, 1661458360965","1661458025762, 1661458358492, 1661458686638","1661458022097, 1661458355653, 1661458680854","1661458017776, 1661458140208, 1661458674133",4,4,4,4,"1661457867998, 1661457927047, 1661458086450, 1661458409868","1661457949730, 1661458100932, 1661458429637, 1661458692840","1661457972829, 1661458119263, 1661458442544, 1661458695705","1661458015377, 1661458138538, 1661458458644, 1661458698737",66
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,5,"I divided 300 by 5 and put the numbers where I think they landed in the quintiles of the top 20%, 40%, etc. Now that I think about it, I may have put some numbers in the wrong quintile based on the top 20% or 80% etc.",,,,,,,,,,,,,,,,"1661458528400","1661458530101","1661458536778","1661458537882","1661458541467",,,,,,,,,,,,,,,,"5","4","4","3","5",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458554649",86
100,1,2,1,2,,,,2,3,2,1,5,3,2,4,2,3,1,4,5,2,3,2,1,2,3,1,,,,,,I estimated these percentiles by determining which category they would most likely belong to when it comes to the different outcomes of each one.,"1661458311725","1661458334382, 1661458392999","1661458387305","1661458366698","1661458353673","1661458433253","1661458449494","1661458466731","1661458459027","1661458484070, 1661458490648","1661458528146","1661458522382","1661458546612","1661458540834","1661458558773","1661458580826","1661458594575","1661458612792","1661458627515, 1661458644634","1661458657358","2","2, 3","2","1","5","3","2","4","2","2, 3","1","4","5","2","3","2","1","2","2, 3","1",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661458421146","1661458510608","1661458568466","1661458673281",28
100,1,2,1,2,,,,3,5,4,5,1,4,4,1,5,2,1,3,2,3,1,3,1,2,2,5,,,,,,"I tried to make a scale in my head from the lowest score, to the highest score. I then tried to approximate how close or far away the score I was evaluating was in order to assign it a percentile.","1661458700552","1661458698649","1661458702725","1661458695370","1661458685741","1661458709149, 1661458715613","1661458710699","1661458712758","1661458717485","1661458719032","1661458728735","1661458732429","1661458734000","1661458736932","1661458738318","1661458743409","1661458744082","1661458745474","1661458746707","1661458747785","3","5","4","5","1","5, 4","4","1","5","2","1","3","2","3","1","3","1","2","2","5",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661458705413","1661458725895","1661458740272","1661458749520",57
100,1,2,1,2,,,,4,2,5,1,3,3,5,1,1,3,1,4,1,3,3,1,3,3,1,4,,,,,,"200-215 = 0-20%
216-225 = 20-40%
226-236 = 40-60%
237-245 = 60-80%
245-300 = 80-100%","1661458105936","1661458108995, 1661458231380","1661458100886, 1661458573680, 1661458575860, 1661458701066, 1661458707094","1661458113478, 1661458234533, 1661458711831","1661458124404, 1661458718300","1661458131353, 1661458726352","1661458137599, 1661458629009","1661458139786, 1661458244439","1661458142178, 1661458144982, 1661458225929","1661458150303, 1661458615920","1661458156447, 1661458252377, 1661458748984","1661458162733","1661458165829, 1661458254742","1661458178739, 1661458762228","1661458181956, 1661458769986","1661458198740, 1661458263324, 1661458773802","1661458206132, 1661458778613","1661458204449, 1661458780786","1661458201902, 1661458783465","1661458210599","4","4, 2","5, 4, 5, 4, 5","3, 2, 1","4, 3","4, 3","4, 5","3, 1","2, 3, 1","4, 3","3, 2, 1","4","3, 1","4, 3","4, 3","3, 2, 1","4, 3","4, 3","2, 1","4",3,3,3,2,"2","1","2",,,,"1661458228219, 1661458512243, 1661458687244","1661458221780, 1661458509649, 1661458685204","1661458219264, 1661458506580, 1661458643209","1661458215915, 1661458640217",4,4,4,3,"1661458127771, 1661458241723, 1661458602514, 1661458720747","1661458153793, 1661458249471, 1661458632025, 1661458746166","1661458196180, 1661458259042, 1661458635804, 1661458771623","1661458212418, 1661458638553, 1661458790460",76
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,I thought that most of the students got around this range in the test bracket so I picked the corresponding percentile and saved the higher percentile for the higher scores. I took a gamble that there were still some higher scores to come and that these scores were at the middle to the lower half of the pack.,,,,,,,,,,,,,,,,"1661458883192, 1661458915453","1661458890923, 1661458920817","1661458893382, 1661458895053","1661458924424","1661458927635",,,,,,,,,,,,,,,,"4, 3","4, 3","4, 3","2","2",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458930142",25
100,1,2,1,2,,,,5,5,4,5,5,5,4,4,5,5,4,5,5,4,5,4,4,4,4,5,,,,,,I estimated thinking of the test as being hard like before.,"1661458999877","1661459003279","1661459007905","1661459010772","1661459012355","1661459018215","1661459019691","1661459021517","1661459023179","1661459026983","1661459042417","1661459044894","1661459047013","1661459048619","1661459051248","1661459055900","1661459058990","1661459060774","1661459070929","1661459073049","5","5","4","5","5","5","4","4","5","5","4","5","5","4","5","4","4","4","4","5",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661459014229","1661459028624","1661459053486","1661459075015",14
100,1,2,1,2,,,,2,3,4,5,5,1,5,1,2,4,1,4,2,3,2,1,4,5,3,2,,,,,,I tried to divide them into quintiles with the same number of members but failed with the 223s,"1661457423135, 1661457930175","1661457428457, 1661457934733","1661457496609, 1661457939852","1661457499502","1661457501774, 1661458585168","1661457888745","1661457891915, 1661458614035","1661457897776","1661457907304","1661457915146, 1661458674729","1661457962577","1661457966999, 1661458702786","1661457971531","1661457977629, 1661458726939, 1661458728603, 1661458729718, 1661458731024","1661457981262","1661457996372","1661458001749, 1661458773493","1661458004415","1661458010288","1661458014079","1, 2","2, 3","3, 4","5","4, 5","1","4, 5","1","2","3, 4","1","3, 4","2","2, 2, 2, 2, 3","2","1","3, 4","5","3","2",9,5,5,1,"2","1","2",,,,"1661457607284, 1661457680866, 1661457920729, 1661458095724, 1661458152279, 1661458338071, 1661458561284, 1661458637876, 1661458848317","1661458059623, 1661458332291, 1661458555490, 1661458835011, 1661458990833","1661458055211, 1661458325507, 1661458547920, 1661458828859, 1661458977886","1661458047623",10,9,6,2,"1661457506062, 1661457615435, 1661457711106, 1661457949408, 1661458123814, 1661458187818, 1661458366703, 1661458610480, 1661458660668, 1661458883991","1661457619225, 1661457651820, 1661457668356, 1661457955448, 1661458235156, 1661458395607, 1661458688546, 1661458907595, 1661459025035","1661457992088, 1661458302252, 1661458427308, 1661458752468, 1661458930995, 1661459060135","1661458015532, 1661459064996",30
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,4,Basically median/mean/average and general presumption that there were a margin of scores both better and worse,,,,,,,,,,,,,,,,"1661459069073, 1661459077213, 1661459095008, 1661459096101","1661459085826","1661459084900","1661459100684, 1661459123713","1661459125398",,,,,,,,,,,,,,,,"5, 4, 3, 4","4","5","3, 4","4",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661459127182",27
100,1,2,1,2,,,,1,5,4,1,3,3,4,2,2,4,3,3,2,2,2,1,3,4,3,2,,,,,,"I found the average and the standard deviation of all the data points, set the average at 50%, and created buckets from there based on how many standard deviations away from the mean each data point was.","1661457897483, 1661458917842","1661457907033","1661457912152","1661457894973, 1661458933385","1661457924864, 1661459008073","1661457994582","1661457995706","1661457998417, 1661459026855","1661458010949, 1661459030972","1661458020879","1661458030772","1661458031977","1661458033326","1661458040357","1661458044880","1661458056051, 1661459076849","1661458062226","1661458067413","1661458069731, 1661459084769","1661458074028","2, 1","5","4","2, 1","4, 3","3","4","3, 2","3, 2","4","3","3","2","2","2","2, 1","3","4","4, 3","2",3,1,1,1,"2","1","2",,,,"1661457954408, 1661458014832, 1661458833827","1661458276081","1661458265440","1661458089633",4,3,2,2,"1661457942056, 1661457981285, 1661458018566, 1661459009520","1661457951032, 1661458021807, 1661459050022","1661458051923, 1661459074591","1661458087677, 1661459090035",72
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,2,3,"I used the unique example I was given at the beginning to estimate where everybody was. I basically followed the same sort of rules. I assumed the highest score was near the top score of 257, and I assumed the lowest score was near the bottom score of 211. I decided not to try to predict any range of numbers really beyond what I was given, or else it'd just end up being too much of a guess. I also assumed that the test was moderately easy, but not super easy. I thought maybe nobody scored a perfect 300, and that perhaps something around 260-275 was the best score. Given that I thought the test was still moderately easy, I assumed that the absolute lowest score would still be around the 175-200 mark, meaning 211 wasn't that great.",,,,,,,,,,,,,,,,"1661459188603","1661459184406","1661459190125","1661459191723, 1661459193152, 1661459193773","1661459192377",,,,,,,,,,,,,,,,"4","5","3","2, 3, 2","3",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661459200717",58
100,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","2","2","2","2",,,,,,,,,,,,,
100,1,2,1,2,,,,4,4,3,3,3,5,1,2,1,1,2,3,3,1,2,1,1,1,1,2,,,,,,I divided the numbers by 5 different categories as I placed them and went back as those categories grew.,"1661459547432, 1661459599644","1661459544359, 1661459602603","1661459551473, 1661459553076, 1661459604507","1661459559295, 1661459606070","1661459556785, 1661459608319","1661459571374","1661459589059, 1661459646479","1661459586362, 1661459651394","1661459583710, 1661459654601","1661459581984, 1661459655734","1661459615771, 1661459659338","1661459616971, 1661459660634","1661459618104, 1661459662028","1661459620876, 1661459663025","1661459622037, 1661459664210","1661459627761, 1661459667749","1661459668970","1661459636895, 1661459669869","1661459634657, 1661459670673","1661459633107, 1661459671646","5, 4","5, 4","3, 4, 3","4, 3","4, 3","5","3, 1","3, 2","3, 1","3, 1","3, 2","4, 3","4, 3","3, 1","3, 2","3, 1","1","3, 1","3, 1","3, 2",1,1,1,,"2","1","2",,,,"1661459595299","1661459641542","1661459639218",,2,2,2,1,"1661459569001, 1661459609681","1661459612617, 1661459657127","1661459623551, 1661459665548","1661459673862",24
100,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2, 1","2","2","2","2","2",,,,,,,,,,,,,
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,2,"I looked at all the scores and rated the highest score to be in the highest percentile, then the lowest score I placed in the lowest percentile, then I looked at the second lowest and placed it in the second lowest percentile and so on until all the scores were rated.",,,,,,,,,,,,,,,,"1661460054219","1661460068968","1661460049029","1661460078813","1661460059681",,,,,,,,,,,,,,,,"1","3","5","4","2",,,,,"2","1","1, 2",,,,,,,,,,,1,,,,"1661460086121",30
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,2,1,2,,,,4,4,3,3,4,3,2,2,2,3,3,5,4,3,3,3,4,3,5,3,,,,,,"I tried my best to determine the average based on the given data, and calculate that out of the total 300. With the limited provided data, to make my best guesstimate. ","1661460162796","1661460165179","1661460166411","1661460168059","1661460169579","1661460180043","1661460181915","1661460183367","1661460184291","1661460185995","1661460191395","1661460195019","1661460196196","1661460197562","1661460198634","1661460202803","1661460203826","1661460205210","1661460207115, 1661460208604","1661460210098","4","4","3","3","4","3","2","2","2","3","3","5","4","3","3","3","4","3","4, 5","3",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661460176789","1661460188635","1661460199492","1661460211588",87
29,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","1, 2","2",,,,,,,,,,,,,
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2",,,,,,,,,,,,,,,,
15,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","1",,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2",,,,,,,,,,,,,,,,
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2",,,,,,,,,,,,,,,,
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,5,2,I looked at all the numbers that were available and then tried to come up with a distribution of what all the numbers could be.  It looked like low 200s would be the lowest and the 260s and above the highest and then went from there.,,,,,,,,,,,,,,,,"1661460798759, 1661460799699, 1661460801744","1661460802260, 1661460803052","1661460803995, 1661460804181","1661460806431, 1661460806669, 1661460807419, 1661460807611","1661460809071",,,,,,,,,,,,,,,,"2, 3, 2","2, 3","2, 3","2, 3, 4, 5","2",,,,,"2","2, 1","2",,,,,,,,,,,,,,,,99
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,2,1,2,,,,4,4,4,4,4,5,2,2,2,3,4,2,3,2,5,4,5,5,4,5,,,,,,JUST TRIED TO THINK ABOUT THE PREVIOUS NUMBERS AND WHERE THEY FELL RELATIVE TO THE OTHERS,"1661457397582","1661457402223","1661457404214","1661457405741","1661457408230","1661457420685","1661457423006","1661457425043","1661457426804","1661457429684","1661457434796","1661457436796","1661457438300","1661457442652","1661457445676","1661457449988","1661457451756","1661457454988","1661457456324","1661457458588","4","4","4","4","4","5","2","2","2","3","4","2","3","2","5","4","5","5","4","5",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457410089","1661457431751","1661457447247","1661457460616",13
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1, 2","2","1, 2, 2, 1","1",,,,,,,,,,,,,,
29,0,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","1","1","1","2",,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","2, 1, 2","2",,,,,,,,,,,,,
93,0,2,1,2,,,,2,2,3,4,5,1,3,3,3,4,5,3,2,5,4,2,1,3,5,1,,,,,,,"1661457519368, 1661457563053","1661457522133, 1661457565585","1661457523593, 1661457566702","1661457525162","1661457527545","1661457535663, 1661457576045","1661457537491, 1661457579090","1661457538609, 1661457581598, 1661457597740","1661457540187, 1661457582435, 1661457600356","1661457542491, 1661457604450","1661457609107","1661457610974","1661457615360, 1661457617962","1661457621158, 1661457623187","1661457625900","1661457635656","1661457636859","1661457639008","1661457641532","1661457648143","4, 2","4, 2","4, 3","4","5","4, 1","4, 3","4, 2, 3","4, 2, 3","5, 4","5","3","4, 2","4, 5","4","2","1","3","5","1",2,1,,,"2","1","2",,,,"1661457557444, 1661457589317","1661457554711",,,3,2,1,1,"1661457528603, 1661457571897, 1661457594083","1661457544930, 1661457605458","1661457627173","1661457649377",56
15,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","1",,,,,,,,,,,,,,,,
98,0,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,4,5,5,4,5,I decided to look at all the numbers on the page first. Then I tried to visualize them from highest to lowest and rate accordingly.,,,,,,,,,,,,,,,,"1661457652226","1661457650309","1661457654183","1661457655491","1661457659302",,,,,,,,,,,,,,,,"4","5","5","4","5",,,,,"2","2","2","1, 2","2, 1","2",,,,,,,,1,,,,"1661457667862",84
29,0,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 2","2","1","2","2","2",,,,,,,,,,,,,
100,1,2,1,2,,,,5,1,3,5,3,2,2,4,5,3,3,1,4,2,1,1,4,4,5,2,,,,,,"I made a list of the numbers and sorted them from smallest to largest, then divided the list into 5 groups of equal size. Then I went through the numbers and looked to see which group it fell into (i.e., the first group has the 0-20% scores and so on).","1661460634294, 1661460739344","1661460601380","1661460614069, 1661460754054","1661460630701","1661460619858, 1661460771192","1661460778367, 1661461041643","1661460786472, 1661461044773","1661460799254, 1661461048295","1661460814186, 1661461051005","1661460820065, 1661461055544, 1661461155351","1661460999836","1661461003637","1661461008211","1661461012625","1661461015349","1661461176002","1661461180155","1661461186843","1661461189500","1661461192832","4, 5","1","2, 3","5","2, 3","1, 2","1, 2","3, 4","4, 5","3, 4, 3","3","1","4","2","1","1","4","4","5","2",3,2,1,,"2","1","1, 2",,,,"1661460726993, 1661461019300, 1661461123267","1661461016554, 1661461121556","1661461119656",,4,3,2,1,"1661460661312, 1661460773061, 1661461037786, 1661461137231","1661460828862, 1661461056788, 1661461156758","1661461067154, 1661461172233","1661461195717",99
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,2,1,2,,,,5,2,4,3,4,2,5,3,3,4,3,4,2,3,5,4,1,3,1,1,,,,,,I used 200 as a baseline and then used the final two digits as where the percentages would be falling for the scores for a general idea of ranking.,"1661457724073","1661457730817, 1661457741256","1661457731801","1661457734360","1661457735737","1661457754440","1661457755240","1661457758626","1661457759787","1661457761641","1661457766233, 1661457767184","1661457768191, 1661457772671","1661457769616","1661457774391","1661457776248","1661457781088","1661457783880","1661457788496","1661457789081","1661457791569","5","3, 2","4","3","4","2","5","3","3","4","2, 3","3, 4","2","3","5","4","1","3","1","1",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457749842","1661457763186","1661457777802","1661457792802",61
81,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,5,4,,,,,,,,,,,,,,,,,"1661457724961","1661457726412","1661457758382","1661457760146, 1661457788402","1661457791304",,,,,,,,,,,,,,,,"3","3","4","4, 5","4",,,,1,"2","1","2",,,,,,,"1661457871174",,,,1,,,,"1661457798264",8
15,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 2, 1","2, 1, 2","2",,,,,,,,,,,,,,,,
