progress,finished,attention_1,attention_2,attention_3,attention_1_fail,attention_2_fail,attention_3_fail,q1_g20,q2_g20,q3_g20,q4_g20,q5_g20,q6_g20,q7_g20,q8_g20,q9_g20,q10_g20,q11_g20,q12_g20,q13_g20,q14_g20,q15_g20,q16_g20,q17_g20,q18_g20,q19_g20,q20_g20,q16_g5,q17_g5,q18_g5,q19_g5,q20_g5,method_description,time_q1,time_q2,time_q3,time_q4,time_q5,time_q6,time_q7,time_q8,time_q9,time_q10,time_q11,time_q12,time_q13,time_q14,time_q15,time_q16,time_q17,time_q18,time_q19,time_q20,history_q1,history_q2,history_q3,history_q4,history_q5,history_q6,history_q7,history_q8,history_q9,history_q10,history_q11,history_q12,history_q13,history_q14,history_q15,history_q16,history_q17,history_q18,history_q19,history_q20,button_2_to_1,button_3_to_2,button_4_to_3,history_a1,history_a2,history_a3,history_a1_fail,history_a2_fail,history_a3_fail,setting
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,4,3,"I thought that the highest few answers were close to each other and quite close to 300 so i figured it was top category, there was one slightly below which was the next category below. There was another one further down and one even further down so thats how i decided.",,,,,,,,,,,,,,,,"1656686166148, 1656686184986, 1656686198594","1656686173593, 1656686187805, 1656686199669","1656686174964, 1656686190011, 1656686210091","1656686177710, 1656686191520","1656686211718",,,,,,,,,,,,,,,,"5, 4, 5","5, 4, 5","4, 3, 2","5, 4","3",,,,"2","1","2",,,,79
100,1,2,1,2,,,,2,4,5,3,3,5,5,5,2,1,1,4,3,3,1,2,1,4,2,4,,,,,,"I noticed that the range of scores was about 207-260 out of 300. There were about 20 data points of scores. If I was to categorize them into 5 categories, I estimated there would be about 4 scores that came from each of the categories. I made a preliminary guess where about the scores would fall when I went through the data the first time. Then, I went back through all the numbers after I had seen all the data and made adjustments according to my guesses up above. If numbers were super close, I would maybe edge that into the category above or below.","1656685622021","1656685606663","1656685602686","1656685618227","1656685615464","1656685662245, 1656685892990","1656685655770","1656685657740, 1656685905905","1656685676201","1656685677229","1656685685606","1656685732711, 1656685935051","1656685712915","1656685714198","1656685688175","1656685818381","1656685781252","1656685776654, 1656685941821","1656685820568, 1656686112811","1656685772965","2","4","5","3","3","4, 5","5","4, 5","2","1","1","3, 4","3","3","1","2","1","3, 4","1, 2","4",13,10,9,"2","1","2",,,,94
100,1,2,1,2,,,,3,2,1,2,2,5,1,1,2,2,5,5,4,2,2,4,4,3,4,5,,,,,,"I charted the scores on a number line.  I broke up the scores into 5 sections so that roughly 4 scores were in each category.  I then created a number range for each percentile.  Finally, I went back through the scores and assigned them to percentiles based on the ranges I determined.  There was a big cluster of scores between the upper 210's and lower 220's so that was the most difficult to make a determination about.","1656685722956","1656685726322, 1656686237531","1656685730497, 1656686241145","1656685734251, 1656686250946","1656685737275","1656685751075, 1656686260721","1656685753723, 1656686264053","1656685755114, 1656686268441","1656685756635, 1656686273040","1656685758827, 1656686276833","1656685771330, 1656686284721","1656685768332, 1656686287497","1656685773979, 1656686291778","1656685775619, 1656686298357","1656685776977, 1656686301009","1656685780874, 1656686305713","1656685782313","1656685783896","1656685785657","1656685787033, 1656686325040","3","3, 2","2, 1","3, 2","2","4, 5","2, 1","2, 1","3, 2","3, 2","4, 5","4, 5","3, 4","3, 2","3, 2","3, 4","4","3","4","4, 5",2,2,2,"2","1","2",,,,50
100,1,2,1,2,,,,5,4,1,4,5,5,2,2,4,4,5,4,3,1,2,2,3,3,1,4,,,,,,"i tried to numberline visualize the highest and lowest numbers and then looked at the frequency of numbers in specific tens groups (225, 233, 215, etc). I confidently know the high and low, its the middle I am hoping I got right.","1656685691012, 1656685865693, 1656685884856, 1656686297157","1656685693163, 1656685867644, 1656686013756","1656685694800","1656685696391, 1656685705797, 1656685870981, 1656685890404, 1656685932453, 1656686006347, 1656686310461","1656685688361, 1656685872433, 1656685892506, 1656686328034","1656685720439, 1656685722057","1656685744599","1656685745251","1656685738073, 1656685858017, 1656685922266, 1656685995855, 1656686429162","1656685737309, 1656685860034, 1656686023666, 1656686029713, 1656686031336","1656685821172, 1656686459204","1656685821836, 1656685944917, 1656685988183, 1656686463521","1656685822948, 1656685946413, 1656686466549","1656685823758, 1656685949047","1656685825206, 1656685949594","1656685953826, 1656686478586","1656685954464, 1656685956719, 1656685959486, 1656686481139","1656685961378, 1656685977422","1656685962677","1656685963248, 1656685981411, 1656686491825","5, 3, 4, 5","4, 3, 4","1","2, 3, 2, 3, 2, 3, 4","5, 3, 4, 5","5, 5","2","2","4, 3, 2, 3, 4","4, 3, 4, 3, 4","4, 5","4, 2, 3, 4","4, 2, 3","4, 1","4, 2","1, 2","2, 1, 2, 3","2, 3","1","2, 3, 4",8,5,3,"2","1","2",,,,66
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,"I saw that the scores were all high and very close together, so I assume they are around the average as that is a true sampling.",,,,,,,,,,,,,,,,"1656686448450, 1656686458827, 1656686461079","1656686453470, 1656686463023","1656686465460","1656686468289","1656686470671",,,,,,,,,,,,,,,,"5, 3, 2","5, 2","3","3","2",,,,"2","1","1, 2",,,,68
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,2,"I tried to gauge the spread between scores, and the highest and lowest of the scores",,,,,,,,,,,,,,,,"1656686608253","1656686616664","1656686620702","1656686618824","1656686623170",,,,,,,,,,,,,,,,"4","3","2","1","2",,,,"2","1","2",,,,51
100,1,2,1,2,,,,5,2,4,3,4,1,5,2,2,3,3,3,1,2,4,5,2,4,1,1,,,,,,I actually copied down all scores I was shown and used all scores at once to give me a better idea of the range for the total.  Then I went back and adjusted all percentiles based on the statistical spread I could deduce by having all the scores from the survey rather than just five at a time.,"1656685811367","1656685827513, 1656685833843, 1656686528690","1656685844065, 1656686532739","1656685839902, 1656686538215","1656685845378, 1656686543060","1656685866318","1656685958451","1656686053460","1656686054569","1656686056332","1656686068542, 1656686596955","1656686092827","1656686094094","1656686096585","1656686098856","1656686109132","1656686136152, 1656686137106","1656686134112","1656686131157","1656686130107","5","2, 1, 2","3, 4","2, 3","3, 4","1","5","2","2","3","2, 3","3","1","2","4","5","3, 2","4","1","1",2,1,1,"2","1","2",,,,61
100,1,2,1,2,,,,4,3,4,3,3,3,5,3,4,4,4,3,4,3,3,3,2,3,3,2,,,,,,A Bell Curve in my head,"1656686683969","1656686686793","1656686689212","1656686692032","1656686694020","1656686702513","1656686706972","1656686710420","1656686712027","1656686713698","1656686719881","1656686722222","1656686724588","1656686726535","1656686728597","1656686734595","1656686736088","1656686738462","1656686741116","1656686743487","4","3","4","3","3","3","5","3","4","4","4","3","4","3","3","3","2","3","3","2",,,,"2","1","2",,,,73
100,1,2,1,2,,,,1,4,5,1,2,1,2,5,2,4,1,2,5,5,2,1,5,4,1,4,,,,,,I wrote down the numbers and tried to imagine them as a bell curve with a normal distribution.,"1656686179650, 1656686308660, 1656686583911, 1656686806919","1656686200475, 1656686311948","1656686201641","1656686203854, 1656686289439, 1656686612378","1656686244137, 1656686291366","1656686564787","1656686545726","1656686547915","1656686552354","1656686555298","1656686640796","1656686757197","1656686676506","1656686678239","1656686768715","1656686818254","1656686841069","1656686848989","1656686851111","1656686855494","4, 3, 2, 1","5, 4","5","3, 2, 1","3, 2","1","2","5","2","4","1","2","5","5","2","1","5","4","1","4",2,1,,"1, 2","1","2",,,,98
15,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","1",,,,
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,5,If it was around the 200 mark I gave them the 60-80. That;s pretty high up there. But the rest where up towards 250. None were higher than that. So I gave them 80 to 100. Considering its really close to 300.,,,,,,,,,,,,,,,,"1656688204946, 1656688214353","1656688210148","1656688216331","1656688220186","1656688221861",,,,,,,,,,,,,,,,"5, 4","5","5","4","5",,,,"2","1","2",,,,98
15,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","1","1","2","1",
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","2",,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","2",,,,58
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","2","2","1","2",
29,0,2,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","1","2","2","1",
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1, 2","2",,,,
81,0,2,1,2,,,,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,,,,,,,,,,,,"1656685596286","1656685599218","1656685602453","1656685611823","1656685612628, 1656685641773","1656685617147","1656685619579","1656685620376","1656685622769","1656685623725","1656685654930","1656685657980","1656685658859","1656685662774","1656685663758","1656685668646",,,,,"5","5","5","5","5, 4","5","5","5","5","5","4","5","5","5","5","5",,,,,1,1,,"2","1, 1","2",,,,80
15,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","2, 1","2","1","2",
100,1,2,1,2,,,,1,2,3,2,3,2,3,3,5,1,2,2,3,2,5,2,2,4,4,2,,,,,,"I tried to look at all the scores available to me, across each page, and then build the ""ranges"" of scores that I felt feel into the percentile ranges. Each new page adjusted those ranges. Once I had done that on each page, I went back through all prior pages and adjusted scores appropriately.","1656689180114, 1656689206862","1656689180778, 1656689211765","1656689184271, 1656689209367","1656689187521, 1656689213030","1656689188383, 1656689213918","1656689194399","1656689199111","1656689200765","1656689201418","1656689203045, 1656689222266","1656689224757, 1656689225876","1656689226421","1656689228221","1656689229320","1656689231048","1656689233317","1656689233806","1656689235249","1656689235917","1656689236926","2, 1","3, 2","4, 3","3, 2","4, 3","2","3","3","5","2, 1","3, 2","2","3","2","5","2","2","4","4","2",1,,,"2","1","2",,,,68
15,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2, 1",,,,
15,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2",,,,
100,1,2,1,2,,,,4,3,3,5,2,5,4,2,4,5,3,4,5,3,5,3,4,4,4,3,,,,,,"I started by looking for the highest and lowest scores on each page and marked the highest in the 80-100% range. The lowest I marked at the 20-40% range because while I did not see any scores less than 200 from the pool, I assumed the bottom 20% would score under 200 points. The scores in the highest range were around 260 points. Anything above 210 but under 250 I marked in between the 20-40% category and 80-100% category.","1656689176429, 1656689185070","1656689180706, 1656689202833","1656689181928, 1656689207502","1656689186807","1656689189248, 1656689191277, 1656689209476","1656689214012","1656689215117","1656689217379","1656689221178","1656689223015","1656689227719","1656689229179","1656689230475","1656689235965","1656689237871, 1656689238917","1656689241350","1656689242439","1656689244394","1656689245660","1656689247278","5, 4","4, 3","4, 3","5","4, 3, 2","5","4","2","4","5","3","4","5","3","4, 5","3","4","4","4","3",,,,"2","1","2",,,,88
58,0,2,1,2,,,,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,"1656685634577, 1656685647530, 1656685804119","1656685655167, 1656685781002","1656685658583, 1656685808238","1656685661797","1656685673439","1656685681516, 1656685819668","1656685684466","1656685687359","1656685690751","1656685692676","1656685700259","1656685701978","1656685703993","1656685706328","1656685708223","1656685712624","1656685714765","1656685716692","1656685718834","1656685722337","4, 3, 4","3, 4","2, 3","4","3","2, 3","5","4","3","3","3","2","4","3","4","5","5","5","2","4",1,1,1,"2","1","2",,,,93
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,5,The higher scores received the higher percentages. The 2 scores that were almost identical received the same percentage. The lowest received the lowest percentage.,,,,,,,,,,,,,,,,"1656689351246","1656689366711","1656689356867","1656689360949","1656689345138",,,,,,,,,,,,,,,,"4","2","3","3","5",,,,"2","1","2",,,,57
100,1,2,1,2,,,,3,2,3,4,1,1,2,4,3,5,3,3,3,3,4,3,2,2,1,2,,,,,,"Marked the most common range of values as the mid range for the test, so for the 230ish-250ish on the 40%-60%","1656689289783, 1656689312175, 1656689406879","1656689292174, 1656689306991, 1656689407464","1656689306238","1656689300198, 1656689304760","1656689315365, 1656689412071","1656689327591, 1656689384262","1656689330760, 1656689342320, 1656689384951","1656689344472, 1656689344872","1656689338807","1656689334462, 1656689335247","1656689371359","1656689370183","1656689375143, 1656689396208, 1656689400112","1656689378935","1656689379575, 1656689399039","1656689425104","1656689424056","1656689422911","1656689421334","1656689420398","5, 4, 3","4, 3, 2","3","5, 4","2, 1","2, 1","4, 3, 2","3, 4","3","4, 5","3","3","3, 4, 3","3","3, 4","3","2","2","1","2",2,2,,"2","1","2",,,,51
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2","1",,,,
93,0,2,1,2,,,,4,3,3,4,4,5,3,4,3,3,4,3,5,3,4,3,4,3,4,5,,,,,,,"1656685869478","1656685877622","1656685878994","1656685882736","1656685887628","1656685905898","1656685913374","1656685914598","1656685921429","1656685922497","1656685945813","1656685948079","1656685949407","1656685951737","1656685953961","1656685958257","1656685959691","1656685960935","1656685963075","1656685964147","4","3","3","4","4","5","3","4","3","3","4","3","5","3","4","3","4","3","4","5",1,,,"2","1","2",,,,53
81,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","2",,,,73
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,5,"I looked at the upper score and the lower score, and tried to categorize the other ones in between, assuming the lowest score was in the 0-20% bracket and the highest score was in the 80-100% bracket.",,,,,,,,,,,,,,,,"1656689787487","1656689783080","1656689774057","1656689793478","1656689800850",,,,,,,,,,,,,,,,"2","1","5","2","5",,,,"2","1","2",,,,70
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,
98,0,2,1,2,,,,5,1,2,3,4,1,5,5,3,1,2,1,5,1,3,5,1,4,1,5,,,,,,"I will first look at the distribution of all scores as a whole, and then have a general idea.","1656686582514","1656686590006, 1656686629290","1656686593550, 1656686632232","1656686595372, 1656686635504","1656686597312","1656686606224, 1656686641661","1656686611246","1656686612655","1656686614347","1656686617217, 1656686621771","1656686660074","1656686662339","1656686664715","1656686669183","1656686671219","1656686677347","1656686682993","1656686687212","1656686689019, 1656686690253","1656686691894","5","2, 1","3, 2","4, 3","4","2, 1","5","5","3","2, 1","2","1","5","1","3","5","1","4","2, 1","5",1,,,"2","1","1, 2",,,,96
100,1,2,1,2,,,,4,4,5,3,2,4,4,3,5,5,2,4,3,4,5,4,4,4,4,4,,,,,,I guessed as I had no idea what was average,"1656691031619","1656691035184","1656691037217","1656691041586","1656691043183, 1656691049650","1656691058951","1656691060512","1656691061882","1656691063398","1656691065416","1656691069266","1656691070199, 1656691072500, 1656691074383","1656691073267","1656691075783","1656691077465","1656691081135","1656691082033","1656691083567","1656691085534","1656691086416","4","4","5","3","3, 2","4","4","3","5","5","2","4, 3, 4","3","4","5","4","4","4","4","4",,,,"2","1","2",,,,80
46,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","2",,,,86
100,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","1, 2","2",
100,1,2,1,2,,,,4,3,3,2,3,2,3,4,1,5,2,1,4,3,2,4,4,2,1,3,,,,,,"I looked through to find out what the highest scores and lowest scores were, and to see which of those stood out as being the highest and lowest, and assumed those were the best and the worst. For the ones in the middle, I just tried to distribute them mostly evenly between the different percentiles, adjusting the top and bottom of each percentile based on the scores that I saw. I assumed that the scores that I saw were mostly representative of all the available scores.","1656690992881","1656690997145","1656690999127","1656691001497","1656691002428","1656691010386","1656691013008","1656691014601","1656691016157","1656691017519","1656691035016","1656691033312","1656691037857","1656691039705","1656691040930","1656691045869","1656691046965","1656691048544","1656691049646","1656691051063","4","3","3","2","3","2","3","4","1","5","2","1","4","3","2","4","4","2","1","3",,,,"2","1","2",,,,85
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,I tried to use my mempry from the previous rating and ranges of 1-100,,,,,,,,,,,,,,,,"1656691454404","1656691458056","1656691464185","1656691469649","1656691473655",,,,,,,,,,,,,,,,"3","2","4","3","2",,,,"2","1","2",,,,73
100,1,2,1,2,,,,5,5,5,2,4,1,4,5,3,2,3,1,1,2,4,3,4,2,1,3,,,,,,"Initially I based my answers of the set of data in front of me, but after I got to the end and had seen all of the scores, I listed them in order and made my estimates based on the full range of data at my disposal. The top 4 scores went into the 80-100 category, the next top went into the 60-80, etc. ","1656691125605","1656691155835, 1656691601449","1656691183430, 1656691604317","1656691149098, 1656691621026","1656691193567, 1656691208955, 1656691625467","1656691216663","1656691222906, 1656691677086","1656691225410, 1656691679567","1656691231547, 1656691684135","1656691237746, 1656691691344","1656691261863, 1656691700883","1656691244347","1656691251713","1656691267180","1656691274790, 1656691713689","1656691390395","1656691392438","1656691394574","1656691376211","1656691397149, 1656691731034","5","4, 5","4, 5","1, 2","2, 3, 4","1","3, 4","4, 5","2, 3","1, 2","2, 3","1","1","2","3, 4","3","4","2","1","2, 3",2,2,2,"2","1","2",,,,58
100,1,2,1,2,,,,2,3,3,2,2,2,2,2,4,2,3,5,2,3,2,1,2,2,2,5,,,,,,based on logic,"1656692304728, 1656692306492, 1656692308943, 1656692309610","1656692312598","1656692315626","1656692317664","1656692318247","1656692334395","1656692330866","1656692324500","1656692325737","1656692327510","1656692338683, 1656692339086","1656692340516","1656692345948","1656692344188","1656692343542","1656692359673","1656692356487, 1656692356884","1656692351200","1656692352351","1656692353403","5, 4, 2, 2","3","3","2","2","2","2","2","4","2","2, 3","5","2","3","2","1","3, 2","2","2","5",,,,"2","1","2",,,,86
3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
